published,title,summary,link,source
2024-10-14 07:00:00,Supply chains: Still vulnerable - McKinsey & Company,"<a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxOZDc0TEl5Q0NQLU9Qay15cVpnZ0EzVFJ2elhDU3FqODlMR1ZpaGNNM3N3bDFCQWpIcS1NeVdFeVgwQjVPYzY2SnlrQ0RId0J6WS1mSWdQYmIzZGczeG9NVzNEQlYxMHUyYlltLW1CSlA5clNqMnV6QUJydDZOaFdBc2dfZVVnV3BhclZHTXgxSQ?oc=5"" target=""_blank"">Supply chains: Still vulnerable</a>&nbsp;&nbsp;<font color=""#6f6f6f"">McKinsey & Company</font>",https://news.google.com/rss/articles/CBMijwFBVV95cUxOZDc0TEl5Q0NQLU9Qay15cVpnZ0EzVFJ2elhDU3FqODlMR1ZpaGNNM3N3bDFCQWpIcS1NeVdFeVgwQjVPYzY2SnlrQ0RId0J6WS1mSWdQYmIzZGczeG9NVzNEQlYxMHUyYlltLW1CSlA5clNqMnV6QUJydDZOaFdBc2dfZVVnV3BhclZHTXgxSQ?oc=5,McKinsey & Company
2025-06-05 07:00:00,Enhancing supply chain resilience: Key strategies to thrive in disruption - Maersk,"<a href=""https://news.google.com/rss/articles/CBMikwFBVV95cUxQakQwT05XMG1hd2lXWWFValpPSE5RbnM5MmNpd3BiNDROZmIwZGpMaVpaalZJQmp5NTZUbGJ2R1RVQ1ZyRjlhMlQ4ZDE1VEtZVV9hem9aV3NmWVR4MG5mcHFob1dqbmxSem9SZzFYTFprWi01TXRWNzVhNUlOTDNIc21sdlItVVppQkY1Nk9CZVhYd1U?oc=5"" target=""_blank"">Enhancing supply chain resilience: Key strategies to thrive in disruption</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Maersk</font>",https://news.google.com/rss/articles/CBMikwFBVV95cUxQakQwT05XMG1hd2lXWWFValpPSE5RbnM5MmNpd3BiNDROZmIwZGpMaVpaalZJQmp5NTZUbGJ2R1RVQ1ZyRjlhMlQ4ZDE1VEtZVV9hem9aV3NmWVR4MG5mcHFob1dqbmxSem9SZzFYTFprWi01TXRWNzVhNUlOTDNIc21sdlItVVppQkY1Nk9CZVhYd1U?oc=5,Maersk
2025-07-22 04:00:00,U.S. Container Volumes Set for Sharp Reversal on Tariff Disruption - Supply Chain Brain,"<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxObmNhOHJETmlYUjkzUk9DTlRRc3lndkc5UnZya1NlVUNBVk8zODlGQmROeEtDUjlrM3lNYWdoTDZURk1NQXkxT1ZVSW40WkswWkJ1NHM0SWx2VGp3QTZCYWE1Y0dCU2l6eWRvRkhmZDZ0cGRuR0JtOUVKdU1fVTM0dGtlMmRvRDd1Zi15R3dXdlpycEo0aGxMZW94S1k1VE05UWhpYm50N2tGaXVDdEJ3ekpn?oc=5"" target=""_blank"">U.S. Container Volumes Set for Sharp Reversal on Tariff Disruption</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Supply Chain Brain</font>",https://news.google.com/rss/articles/CBMisgFBVV95cUxObmNhOHJETmlYUjkzUk9DTlRRc3lndkc5UnZya1NlVUNBVk8zODlGQmROeEtDUjlrM3lNYWdoTDZURk1NQXkxT1ZVSW40WkswWkJ1NHM0SWx2VGp3QTZCYWE1Y0dCU2l6eWRvRkhmZDZ0cGRuR0JtOUVKdU1fVTM0dGtlMmRvRDd1Zi15R3dXdlpycEo0aGxMZW94S1k1VE05UWhpYm50N2tGaXVDdEJ3ekpn?oc=5,Supply Chain Brain
2024-11-05 08:00:00,3 out of 4 European shippers have experienced supply chain disruption in the past 12 months – more than half with significant cost impact - Maersk,"<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxNRkg1ZS11c2tSbW9hSDdTWWVqUlVNVlN3S25JY25xa05KaDJIYUkzTHhzbUxXeEg5T29jQkxoaDgzTXdHLUYzdFRaWkRvRTJaZ0VmY0VVcGVmN0ota2x2OE5zY1lJTFh2c25GUFEtTzZMZjRTd05FSUphX0VBcTV5cWxhQlh0WE9nVjRMb2hvc3pyTDIwOGxMd25NUGNCZVp6S0xMdmxKcHlpcDA2a0JzRmxQUjNqME45NXVSaUV0U0xkUQ?oc=5"" target=""_blank"">3 out of 4 European shippers have experienced supply chain disruption in the past 12 months – more than half with significant cost impact</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Maersk</font>",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNRkg1ZS11c2tSbW9hSDdTWWVqUlVNVlN3S25JY25xa05KaDJIYUkzTHhzbUxXeEg5T29jQkxoaDgzTXdHLUYzdFRaWkRvRTJaZ0VmY0VVcGVmN0ota2x2OE5zY1lJTFh2c25GUFEtTzZMZjRTd05FSUphX0VBcTV5cWxhQlh0WE9nVjRMb2hvc3pyTDIwOGxMd25NUGNCZVp6S0xMdmxKcHlpcDA2a0JzRmxQUjNqME45NXVSaUV0U0xkUQ?oc=5,Maersk
2025-03-28 07:00:00,Inspectorio Explores Supply Chain Disruption in 2025 - Supply Chain Digital Magazine,"<a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxNWVdidFhQZ2VzNzVCMGE5cHc1VWExZ1pnWnZJYmFobU1SbWVrMHdNZ0RKbUUtTG1oWFRsS19vWkp0RzJ1akN5Q215NFA1NlZnc3lveERiTGI5dUxNMFJHOVhRNGZWcksyZE8tNmhlZUxBUUpCUTYteFpFdk9tU1hZdmd1V0dkemJieklwa1F3TmVNM3NSN0k5V040dnpaendIRGYybw?oc=5"" target=""_blank"">Inspectorio Explores Supply Chain Disruption in 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Supply Chain Digital Magazine</font>",https://news.google.com/rss/articles/CBMipAFBVV95cUxNWVdidFhQZ2VzNzVCMGE5cHc1VWExZ1pnWnZJYmFobU1SbWVrMHdNZ0RKbUUtTG1oWFRsS19vWkp0RzJ1akN5Q215NFA1NlZnc3lveERiTGI5dUxNMFJHOVhRNGZWcksyZE8tNmhlZUxBUUpCUTYteFpFdk9tU1hZdmd1V0dkemJieklwa1F3TmVNM3NSN0k5V040dnpaendIRGYybw?oc=5,Supply Chain Digital Magazine
2024-12-19 08:00:00,Enhancing supply chain resilience amid rising global risks - UN Trade and Development (UNCTAD),"<a href=""https://news.google.com/rss/articles/CBMiigFBVV95cUxPUzZQUF9ieFJ4X0pzNzFLZnV1c0JSWmZvSEJ1dVBxUW9kNnp3TzBVc2RxbjkxVFJOc1d0WUM2clc3cjhSS3FUUmx2ek1hTFRtWm94SnB4blBUV2RXZXRBQW1nNGMtX3JlZHZISWk3NkdWejNCWXd6LWdoYktaZVFKMklFcFZxZFNIYXc?oc=5"" target=""_blank"">Enhancing supply chain resilience amid rising global risks</a>&nbsp;&nbsp;<font color=""#6f6f6f"">UN Trade and Development (UNCTAD)</font>",https://news.google.com/rss/articles/CBMiigFBVV95cUxPUzZQUF9ieFJ4X0pzNzFLZnV1c0JSWmZvSEJ1dVBxUW9kNnp3TzBVc2RxbjkxVFJOc1d0WUM2clc3cjhSS3FUUmx2ek1hTFRtWm94SnB4blBUV2RXZXRBQW1nNGMtX3JlZHZISWk3NkdWejNCWXd6LWdoYktaZVFKMklFcFZxZFNIYXc?oc=5,UN Trade and Development (UNCTAD)
2024-10-02 07:00:00,Latest BCI report reveals escalating supply chain disruptions drive increased tier mapping and insurance uptake - The Business Continuity Institute (BCI),"<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxPbnE2M2dGVS02NGllbk5Xa1ZDVjV3eGZWTFg2UkhSdV9hN3Q0MmpsaTRhcXFQb2h4WE1ta1ppVkptenJUdjJiVUJ0Uk1YazJUbjRaZndPM3cwNDg0OGtHWW1GMnNNemtqRklwb0FGMlZmZTZDcXVZejktZ1dVX0V0M0VaT0lhbk5pSVN3T3pYdS1XS3JPRERaUXQ2ZGwwWHVzNXVtU3p0bF8yeGc?oc=5"" target=""_blank"">Latest BCI report reveals escalating supply chain disruptions drive increased tier mapping and insurance uptake</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Business Continuity Institute (BCI)</font>",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPbnE2M2dGVS02NGllbk5Xa1ZDVjV3eGZWTFg2UkhSdV9hN3Q0MmpsaTRhcXFQb2h4WE1ta1ppVkptenJUdjJiVUJ0Uk1YazJUbjRaZndPM3cwNDg0OGtHWW1GMnNNemtqRklwb0FGMlZmZTZDcXVZejktZ1dVX0V0M0VaT0lhbk5pSVN3T3pYdS1XS3JPRERaUXQ2ZGwwWHVzNXVtU3p0bF8yeGc?oc=5,The Business Continuity Institute (BCI)
2025-05-22 07:00:00,Navigating tariff-driven supply chain disruptions - RELEX Solutions,"<a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxNajdrbTJBR0JUM2pmMzNRYUZ2b3BxbENIcTJNeVNCTWJWOTlGMWg1d0llT0JyLTdZLXlIZFR5VkRKUXRvMWRQTG5CSlIyV0JNSkxmU0t1aXMyTllEUzg1eU01MEhlYmQ0T24xQS1KdWVicWhGOHF4RVhWaER6S2xmRjBXYUZlQjYyeVc2QUl6UG1fRUUt?oc=5"" target=""_blank"">Navigating tariff-driven supply chain disruptions</a>&nbsp;&nbsp;<font color=""#6f6f6f"">RELEX Solutions</font>",https://news.google.com/rss/articles/CBMilAFBVV95cUxNajdrbTJBR0JUM2pmMzNRYUZ2b3BxbENIcTJNeVNCTWJWOTlGMWg1d0llT0JyLTdZLXlIZFR5VkRKUXRvMWRQTG5CSlIyV0JNSkxmU0t1aXMyTllEUzg1eU01MEhlYmQ0T24xQS1KdWVicWhGOHF4RVhWaER6S2xmRjBXYUZlQjYyeVc2QUl6UG1fRUUt?oc=5,RELEX Solutions
2025-07-25 19:02:59,American Air’s New Airbus Jet Grounded by Supply Chain Issue - Bloomberg.com,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxQMmFBMTRaeTVkY0h5SlF5Vk5PSVBmVC1Oc0tUaXA3R3VQWWVJYXNYSE50YndLVnZSVEdnbDB4dmxDeWVqNnhEUTVpWGJOTWZZbHU3RHVaZUh4bEE5MmdvTWx1ZC1PS3VSLUhUWDJjZWlwRm5lQnR3cFRTdUZFVFJSVWh0QnZiS0xuN1pSTGkwWkt5LU9SSlJWREQxXzEtYWtTM3lnRWxqOXFULWMtamlDOA?oc=5"" target=""_blank"">American Air’s New Airbus Jet Grounded by Supply Chain Issue</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg.com</font>",https://news.google.com/rss/articles/CBMisAFBVV95cUxQMmFBMTRaeTVkY0h5SlF5Vk5PSVBmVC1Oc0tUaXA3R3VQWWVJYXNYSE50YndLVnZSVEdnbDB4dmxDeWVqNnhEUTVpWGJOTWZZbHU3RHVaZUh4bEE5MmdvTWx1ZC1PS3VSLUhUWDJjZWlwRm5lQnR3cFRTdUZFVFJSVWh0QnZiS0xuN1pSTGkwWkt5LU9SSlJWREQxXzEtYWtTM3lnRWxqOXFULWMtamlDOA?oc=5,Bloomberg.com
2025-04-14 07:00:00,"The global supply chain’s reaction to the Trump tariffs: Crash, maneuver & stand-by - Thomson Reuters","<a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxOaTVjallwZUhPdTRoVzNIUXlFMVZhbzE3X1E2eEJCSWNmR25Fb3g4UFZ6QUl0SFBsNkpkdjd2cE9fbWVsb2pITEJ1MUJidnlWa09ZdEV6SXVRNUZod0YyVWlYMlRuckoyM05MRDdiVVNuNG9CWGloLXAySWZkX0hMeGZFYmJvYmRsNjI0bGln?oc=5"" target=""_blank"">The global supply chain’s reaction to the Trump tariffs: Crash, maneuver & stand-by</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Thomson Reuters</font>",https://news.google.com/rss/articles/CBMijgFBVV95cUxOaTVjallwZUhPdTRoVzNIUXlFMVZhbzE3X1E2eEJCSWNmR25Fb3g4UFZ6QUl0SFBsNkpkdjd2cE9fbWVsb2pITEJ1MUJidnlWa09ZdEV6SXVRNUZod0YyVWlYMlRuckoyM05MRDdiVVNuNG9CWGloLXAySWZkX0hMeGZFYmJvYmRsNjI0bGln?oc=5,Thomson Reuters
2025-06-03 07:00:00,Diversify critical mineral supply chain or face disruption: IEA - Times of India,"<a href=""https://news.google.com/rss/articles/CBMi4gFBVV95cUxNU1VNRzRsQXVYVFNJUXlmVlBGLTZkTElPc2pEME5GZjBhbzV0MGl1NDJTb1h3bkJ3cDRSZl8ySVN5TlRxN05pS0QxNk93U01FOEtkclVUelhKRnhaRzF0c1RHd0VJQU4zMUJTMmJmdFpQbURxcVdJaUZlLVJodmstYk9Ocm8ybHhVN192REhIRm83UkJONnVTSTJJV1NURmdSZVg4aFFMQ1R3SXMtLS1hdXYwNTlwNmZ3dHNNRnV5NnowVHExeFJ1Z0IwMGpCcXg5MkRFSFdrTERLZ2Q3SUctQ1FB0gHnAUFVX3lxTE5Tc1YxMmhsc0pScThBWnVLOG1RTUx6RXhWWkpOV0loUEN4M1Y5WWpRZ3BQVHJGTHB2QVRzd0JqOTlsODhLb2FlT0N3NVR3czNNNFdkclNYNHFwUGdFMVp2d21jYVk5Sl96S0pIbUcyOFprSUZHNFJqUUQwMUVVcFZ4ZW0wMHRDVTZkOHhYeVV1Z3Fmalh5SmRHbW5NZm96Q3lnZWFabm5zeUZGMHhqM0pmR0Nqam02Z1A0bm1ZWjQ5UVhXZHFuYU1vcUtHWTZSYXBpcElUaXNxWXo5SmtsMTAweUNWQVRNcw?oc=5"" target=""_blank"">Diversify critical mineral supply chain or face disruption: IEA</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times of India</font>",https://news.google.com/rss/articles/CBMi4gFBVV95cUxNU1VNRzRsQXVYVFNJUXlmVlBGLTZkTElPc2pEME5GZjBhbzV0MGl1NDJTb1h3bkJ3cDRSZl8ySVN5TlRxN05pS0QxNk93U01FOEtkclVUelhKRnhaRzF0c1RHd0VJQU4zMUJTMmJmdFpQbURxcVdJaUZlLVJodmstYk9Ocm8ybHhVN192REhIRm83UkJONnVTSTJJV1NURmdSZVg4aFFMQ1R3SXMtLS1hdXYwNTlwNmZ3dHNNRnV5NnowVHExeFJ1Z0IwMGpCcXg5MkRFSFdrTERLZ2Q3SUctQ1FB0gHnAUFVX3lxTE5Tc1YxMmhsc0pScThBWnVLOG1RTUx6RXhWWkpOV0loUEN4M1Y5WWpRZ3BQVHJGTHB2QVRzd0JqOTlsODhLb2FlT0N3NVR3czNNNFdkclNYNHFwUGdFMVp2d21jYVk5Sl96S0pIbUcyOFprSUZHNFJqUUQwMUVVcFZ4ZW0wMHRDVTZkOHhYeVV1Z3Fmalh5SmRHbW5NZm96Q3lnZWFabm5zeUZGMHhqM0pmR0Nqam02Z1A0bm1ZWjQ5UVhXZHFuYU1vcUtHWTZSYXBpcElUaXNxWXo5SmtsMTAweUNWQVRNcw?oc=5,Times of India
2025-05-21 07:00:00,Supply Chain Resilience: The Path to Antifragility - Gartner,"<a href=""https://news.google.com/rss/articles/CBMia0FVX3lxTE5vdzJ6d2JxaWtGcXl1QUtCT3NDOWd4SjNncXBJMkdVY1RBWUpzWC1YeEh1M3o5dFlJRFl3bzEwUVVBUzhLYnNUMC13Z25IREdNel9XZG1QLUcycHJ4UktwV0s0ZmFQblpoR1d3?oc=5"" target=""_blank"">Supply Chain Resilience: The Path to Antifragility</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Gartner</font>",https://news.google.com/rss/articles/CBMia0FVX3lxTE5vdzJ6d2JxaWtGcXl1QUtCT3NDOWd4SjNncXBJMkdVY1RBWUpzWC1YeEh1M3o5dFlJRFl3bzEwUVVBUzhLYnNUMC13Z25IREdNel9XZG1QLUcycHJ4UktwV0s0ZmFQblpoR1d3?oc=5,Gartner
2025-01-16 08:00:00,Supply Chain: FDA's Role - fda.gov,"<a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxOaS1oOUZXVGltTVhaY3I2RHRYT2hkYWZHYkdTRG5HTkVWWjVxMy0zX280eHFoN2tTN2FLOVVvbEhPcm5mWXZoQ2xMcHl3QXhNZUtVYnBTSGVpRXJrUFQ3SkVEQ3NCbXJWRWRZQ2dKdE9kWEVJRHpyMUpfTXlzclp2UFo1NTZfWkV0NExWODVrdmtsVzB3R2c?oc=5"" target=""_blank"">Supply Chain: FDA's Role</a>&nbsp;&nbsp;<font color=""#6f6f6f"">fda.gov</font>",https://news.google.com/rss/articles/CBMilgFBVV95cUxOaS1oOUZXVGltTVhaY3I2RHRYT2hkYWZHYkdTRG5HTkVWWjVxMy0zX280eHFoN2tTN2FLOVVvbEhPcm5mWXZoQ2xMcHl3QXhNZUtVYnBTSGVpRXJrUFQ3SkVEQ3NCbXJWRWRZQ2dKdE9kWEVJRHpyMUpfTXlzclp2UFo1NTZfWkV0NExWODVrdmtsVzB3R2c?oc=5,fda.gov
2025-05-27 07:00:00,Supply Chain News Roundup: Employ ‘Plasticity’ to Respond Ahead of Disruption - ISM,"<a href=""https://news.google.com/rss/articles/CBMirgJBVV95cUxNUUZwWVlyZkR1Qkh1cXhsRWIxNlZfSWZTdmFfZFN2UkdaSzZvZGZZQ2JDWHV4Q0hxbGR1dmptblV3VzdJdnFRemhMbm1sTW1xQ0gtWVBvdFNmRE5ma3B3Wm9UdEJXV3BHeGpCeGdmZl9UNnBYYW1ad1BZVE1zMU1EbFBMMVJKSXBmZ0hvUnpFTlBFWXV5dVJUTXV3UzY2RS1SeVhOX0FmaDZBSUZDTzdxbGF0Z0JQbWpBckJXcTBvWlhpMElnT29aXzdvMDZkbTNPV2UtWm1CcnloQ1RRZlJHY1JKTFVVQkZTaWlTM19SbDBkcE16cmhhSVN3TUFXemJ6OG0tcDY2Z0dfbWN1TkhXR0h1cldodEIzUUxlZk5uYXN4eWV3UHJ1bExXN2RKZw?oc=5"" target=""_blank"">Supply Chain News Roundup: Employ ‘Plasticity’ to Respond Ahead of Disruption</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ISM</font>",https://news.google.com/rss/articles/CBMirgJBVV95cUxNUUZwWVlyZkR1Qkh1cXhsRWIxNlZfSWZTdmFfZFN2UkdaSzZvZGZZQ2JDWHV4Q0hxbGR1dmptblV3VzdJdnFRemhMbm1sTW1xQ0gtWVBvdFNmRE5ma3B3Wm9UdEJXV3BHeGpCeGdmZl9UNnBYYW1ad1BZVE1zMU1EbFBMMVJKSXBmZ0hvUnpFTlBFWXV5dVJUTXV3UzY2RS1SeVhOX0FmaDZBSUZDTzdxbGF0Z0JQbWpBckJXcTBvWlhpMElnT29aXzdvMDZkbTNPV2UtWm1CcnloQ1RRZlJHY1JKTFVVQkZTaWlTM19SbDBkcE16cmhhSVN3TUFXemJ6OG0tcDY2Z0dfbWN1TkhXR0h1cldodEIzUUxlZk5uYXN4eWV3UHJ1bExXN2RKZw?oc=5,ISM
2025-06-09 07:00:00,Three priorities for surviving retail supply chain disruption - Retail Asia,"<a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxOajZXZmxieUdGR0VOQUlwdHpMWmNfb1dXMnl2OUFEaW5Jc0RqM1cza0YxaVdkZGFuMTBaWXhJSVE0alZNTmdnZkZKc1RzaW1UcUhGTDY2N08xRjU4eVgxdl93NVNVNlJQOWVlR01aYlhCSFRzWlFPdkRacVQtYmo2emNTWWJZNmpadm5QeVp3?oc=5"" target=""_blank"">Three priorities for surviving retail supply chain disruption</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Retail Asia</font>",https://news.google.com/rss/articles/CBMijgFBVV95cUxOajZXZmxieUdGR0VOQUlwdHpMWmNfb1dXMnl2OUFEaW5Jc0RqM1cza0YxaVdkZGFuMTBaWXhJSVE0alZNTmdnZkZKc1RzaW1UcUhGTDY2N08xRjU4eVgxdl93NVNVNlJQOWVlR01aYlhCSFRzWlFPdkRacVQtYmo2emNTWWJZNmpadm5QeVp3?oc=5,Retail Asia
2024-12-13 08:00:00,Global Supply Chain report - PwC,"<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxOcUN1eXVmM2hKQ2xrTjRKZ0pOa1hhZGtsT29KZFZicXJEMjVXVlZER1U3blF5d0dCMFRLV2VWbTl6WEVVcC1la0RsdGVUTVdVak5WWkl5eWFfX0pFaUNHdzhmTncxcHJXejRzRXFuZEpQcENFMXJlcTQySndfZnNhajhSZTR6UGNoby0ycjdWMUJwcHROcnhoUjZndzV2dWc1dUE?oc=5"" target=""_blank"">Global Supply Chain report</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PwC</font>",https://news.google.com/rss/articles/CBMiogFBVV95cUxOcUN1eXVmM2hKQ2xrTjRKZ0pOa1hhZGtsT29KZFZicXJEMjVXVlZER1U3blF5d0dCMFRLV2VWbTl6WEVVcC1la0RsdGVUTVdVak5WWkl5eWFfX0pFaUNHdzhmTncxcHJXejRzRXFuZEpQcENFMXJlcTQySndfZnNhajhSZTR6UGNoby0ycjdWMUJwcHROcnhoUjZndzV2dWc1dUE?oc=5,PwC
2025-07-01 07:00:00,Wine shortage concerns feeding supply chain diversification discussions - The Manufacturer,"<a href=""https://news.google.com/rss/articles/CBMiswFBVV95cUxNMXZVNXlsQVhpUjk4cXhlbFhDRm92Sm9yZHZzSm5kaUFtbFZ2WVQ0YlJncm42NVh0OGk1TlAyTzdaVmtoV0NMLTE0Vmdxb3VwSjYtVDVDdWlQN1RpWVh0YlU3dGIzQ1dRVFZQOEtWOFFNWnZvRmRrZDVWNTNZMnZ0dnlibUZnNEt0MTVvOF9jQWRzQTlrcnd5Vk8tYmdWRWppZkJhTTBDZUxKcjFqRFNZRjRhWQ?oc=5"" target=""_blank"">Wine shortage concerns feeding supply chain diversification discussions</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Manufacturer</font>",https://news.google.com/rss/articles/CBMiswFBVV95cUxNMXZVNXlsQVhpUjk4cXhlbFhDRm92Sm9yZHZzSm5kaUFtbFZ2WVQ0YlJncm42NVh0OGk1TlAyTzdaVmtoV0NMLTE0Vmdxb3VwSjYtVDVDdWlQN1RpWVh0YlU3dGIzQ1dRVFZQOEtWOFFNWnZvRmRrZDVWNTNZMnZ0dnlibUZnNEt0MTVvOF9jQWRzQTlrcnd5Vk8tYmdWRWppZkJhTTBDZUxKcjFqRFNZRjRhWQ?oc=5,The Manufacturer
2024-11-07 08:00:00,Maersk: 76% of European Shippers Face Costly Disruptions - Supply Chain Digital Magazine,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxNNjNZc1lYWjJmSWNrV19BMzhkZkNHbUZxS3AzZzlQZ2dtTTZndFNZbjdsVks4S0dVRk92Q2xLU1VxMHpSSzF4UEdOMVNiUHFPc2dDMWZiQ0V0ZDlDSmEteDh4d3ZLNHM1M2ZwY083SkxPeVA2aU9ibmRldWEwUUdmbGVqa205d2VBOTh4Q1JTV0Q5ODZQZERFVkp2NUR6dXFHd3FYbGctYkxrcXVwYlBqdA?oc=5"" target=""_blank"">Maersk: 76% of European Shippers Face Costly Disruptions</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Supply Chain Digital Magazine</font>",https://news.google.com/rss/articles/CBMisAFBVV95cUxNNjNZc1lYWjJmSWNrV19BMzhkZkNHbUZxS3AzZzlQZ2dtTTZndFNZbjdsVks4S0dVRk92Q2xLU1VxMHpSSzF4UEdOMVNiUHFPc2dDMWZiQ0V0ZDlDSmEteDh4d3ZLNHM1M2ZwY083SkxPeVA2aU9ibmRldWEwUUdmbGVqa205d2VBOTh4Q1JTV0Q5ODZQZERFVkp2NUR6dXFHd3FYbGctYkxrcXVwYlBqdA?oc=5,Supply Chain Digital Magazine
2025-03-17 07:00:00,How the Shipping Crisis in the Red Sea is Impacting Trade - Procurement Magazine,"<a href=""https://news.google.com/rss/articles/CBMigAFBVV95cUxNODlpRlZWbURxVFNYdmV2bnd3Tk1WMXNGVGdYaFdTZG5jNUVkU1EyOUQzeHhPamFtSHAwZDNSeVludVZjazBOaWstVHA2bXpUT1loTGFXQ0J2MTI3SXVTWVIwVW9BeDFpbmNrc04zWGM0U1Z4V2NsM21zdnhDcEtuVA?oc=5"" target=""_blank"">How the Shipping Crisis in the Red Sea is Impacting Trade</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Procurement Magazine</font>",https://news.google.com/rss/articles/CBMigAFBVV95cUxNODlpRlZWbURxVFNYdmV2bnd3Tk1WMXNGVGdYaFdTZG5jNUVkU1EyOUQzeHhPamFtSHAwZDNSeVludVZjazBOaWstVHA2bXpUT1loTGFXQ0J2MTI3SXVTWVIwVW9BeDFpbmNrc04zWGM0U1Z4V2NsM21zdnhDcEtuVA?oc=5,Procurement Magazine
2025-07-23 17:56:23,The Myth of All-American Drugs and What Trump’s Tariffs Miss About Pharma Supply Chains - MedCity News,"<a href=""https://news.google.com/rss/articles/CBMiwAFBVV95cUxNOTJ0RzJPYWg1X0NxcnFCZE1tREhpNHk3QzJaV0RjS212LVllaFloYmV3cVEtT0p6V0FzWjRha0toSFA5NzU0WjZ6cFA5V19TdENWWWg4OEhmc2tsNzM5WExTdWQ2d1pqNFZPWk94ZFhzOGxVWTFUdk9NUmFiY09LMlM2TVN4WWctQkpDUGNqMWM5TDRuaGhQNzUwV21lbFhJV1k0M2Q2cXZyQTlvdEt1S0VrX3Uta0hwU050R1p6VFA?oc=5"" target=""_blank"">The Myth of All-American Drugs and What Trump’s Tariffs Miss About Pharma Supply Chains</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MedCity News</font>",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNOTJ0RzJPYWg1X0NxcnFCZE1tREhpNHk3QzJaV0RjS212LVllaFloYmV3cVEtT0p6V0FzWjRha0toSFA5NzU0WjZ6cFA5V19TdENWWWg4OEhmc2tsNzM5WExTdWQ2d1pqNFZPWk94ZFhzOGxVWTFUdk9NUmFiY09LMlM2TVN4WWctQkpDUGNqMWM5TDRuaGhQNzUwV21lbFhJV1k0M2Q2cXZyQTlvdEt1S0VrX3Uta0hwU050R1p6VFA?oc=5,MedCity News
2024-08-21 07:00:00,Disruption and data are shaping modern supply chain ecosystems - Capgemini,"<a href=""https://news.google.com/rss/articles/CBMiugFBVV95cUxPY1ZZczBwMGtFQ2Y4ZlJ0eFR1ajcteFJPeUQxYkZXeFZqZDRfQWU0cktwejBZM0dLTjczVzZ5V3AyTkota1BGRVBuN3lRcUg1MUlJeGltZ2JrcTVvSWZVS1IyZ1F5NTl2cEM0RUZseEl3ejdwaE9VdFFiOVFuTUMxTFYtOE5Pc0huSUNqTGFiVG5nUk9xWWlfQmZncDZzQnNlaHVkM2VyQ3o5ejdvaFE2LVNIUEFiUXBlZ2c?oc=5"" target=""_blank"">Disruption and data are shaping modern supply chain ecosystems</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Capgemini</font>",https://news.google.com/rss/articles/CBMiugFBVV95cUxPY1ZZczBwMGtFQ2Y4ZlJ0eFR1ajcteFJPeUQxYkZXeFZqZDRfQWU0cktwejBZM0dLTjczVzZ5V3AyTkota1BGRVBuN3lRcUg1MUlJeGltZ2JrcTVvSWZVS1IyZ1F5NTl2cEM0RUZseEl3ejdwaE9VdFFiOVFuTUMxTFYtOE5Pc0huSUNqTGFiVG5nUk9xWWlfQmZncDZzQnNlaHVkM2VyQ3o5ejdvaFE2LVNIUEFiUXBlZ2c?oc=5,Capgemini
